CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
C0000044,Taylor,465,Spain,Female,49,4,63288.29,1,1,0,173307.24,1
C0000045,Williams,671,France,Female,71,1,0.0,2,0,0,92510.5,1
C0000046,Smith,465,Germany,Female,45,2,0.0,1,1,1,115255.05,1
C0000047,Williams,570,France,Male,58,8,0.0,2,1,1,89361.38,0
C0000048,Thomas,744,Germany,Male,25,4,178169.35,1,0,0,137982.26,0
C0000049,Johnson,706,Germany,Female,59,0,159564.96,2,0,0,75917.77,0
C0000050,Jackson,399,France,Female,58,4,0.0,1,0,0,135233.9,1
C0000051,Jones,676,Spain,Female,57,2,82903.24,1,0,1,155596.38,1
C0000052,Davis,768,Spain,Male,56,0,44150.06,1,1,0,43388.11,1
C0000053,Brown,827,Spain,Female,39,2,31404.69,1,1,1,88349.2,1
C0000054,Anderson,685,Spain,Male,41,10,164407.46,1,0,0,26305.52,0
C0000055,Miller,428,Germany,Male,55,5,0.0,4,1,1,36367.17,1
C0000056,Wilson,837,Spain,Male,19,9,179943.04,2,0,1,28613.74,0
C0000057,Taylor,369,France,Male,58,4,0.0,2,1,0,146985.13,0
C0000058,Brown,761,France,Female,58,0,130707.72,2,1,0,196378.28,0
C0000059,Jones,728,France,Male,36,10,146888.93,1,0,0,130080.29,0
C0000060,Wilson,386,France,Male,58,1,88385.47,2,1,1,81091.18,0
C0000061,Johnson,608,France,Male,19,4,110970.33,4,0,1,159024.71,0
C0000062,Johnson,442,France,Male,45,8,104345.72,1,1,0,111455.36,0
C0000063,Moore,536,Spain,Female,49,10,92639.19,3,0,0,44931.19,1
C0000064,Johnson,706,France,Male,36,4,0.0,1,0,0,181328.95,0
C0000065,Smith,550,France,Male,33,4,0.0,1,1,0,42678.98,0
C0000066,Garcia,760,Germany,Female,47,0,177840.47,1,1,0,195775.56,1
C0000067,Taylor,637,France,Female,39,4,159449.09,4,1,0,85153.12,1
C0000068,Smith,397,Spain,Female,31,7,169954.67,2,1,0,150859.68,1
C0000069,Thomas,602,France,Male,69,8,169094.95,2,0,0,192685.84,1
C0000070,Jackson,395,Spain,Female,73,9,24208.07,1,0,0,126823.78,1
C0000071,Jones,719,Spain,Female,18,2,0.0,1,1,1,195648.13,0
C0000072,Taylor,580,France,Female,62,3,99433.87,2,1,1,52266.51,0
C0000073,Moore,444,France,Female,71,6,47760.59,1,1,0,30265.5,0
C0000074,Brown,652,Spain,Male,19,6,59630.27,1,1,0,136015.67,1
C0000075,Thomas,567,Germany,Female,39,0,0.0,1,0,1,38773.02,0
C0000076,Smith,389,Germany,Male,63,10,0.0,1,1,0,110983.64,0
C0000077,Taylor,736,Spain,Male,50,5,0.0,2,1,0,159888.93,1
C0000078,Davis,552,France,Male,32,8,50381.38,2,0,0,168629.13,0
C0000079,Jones,465,France,Male,67,4,114255.51,1,1,0,121399.46,0
C0000080,Garcia,762,France,Female,58,7,0.0,1,0,0,103718.41,0
C0000081,Miller,440,Spain,Female,39,10,122026.88,1,0,1,36521.95,0
C0000082,Davis,407,Germany,Female,57,9,39552.47,1,1,0,142394.97,0
C0000083,Anderson,783,France,Female,56,10,144068.37,2,1,0,154192.79,0
C0000084,Williams,844,France,Male,58,8,0.0,1,1,1,90243.22,0
C0000085,Garcia,359,France,Male,58,9,155045.41,1,1,0,116861.72,0
C0000086,Wilson,605,France,Female,28,9,161338.7,1,1,0,65654.9,1
C0000087,Taylor,666,Germany,Female,21,2,0.0,1,0,1,89842.96,0
C0000088,Brown,598,Germany,Male,24,0,13142.0,2,1,1,126992.31,0
C0000089,Anderson,832,Spain,Female,38,1,163880.76,1,0,0,156556.33,0
C0000090,Davis,716,France,Male,24,4,101559.04,2,1,0,30757.52,1
C0000091,Jackson,726,France,Male,21,9,33318.58,1,1,0,108880.4,0
C0000092,Williams,666,Germany,Male,29,6,0.0,2,1,1,32816.51,1
C0000093,Smith,756,Spain,Male,44,10,22503.73,2,1,0,182183.79,0
C0000094,Johnson,355,Germany,Female,34,5,0.0,1,0,1,135355.29,1
C0000095,Thomas,680,Spain,Female,37,3,130151.78,2,1,0,106401.88,1
C0000096,Anderson,537,France,Male,48,8,45849.74,2,1,0,27538.19,0
C0000097,Jones,584,Germany,Female,43,10,0.0,1,1,0,115071.42,0
C0000098,Miller,720,France,Female,48,3,41786.77,2,0,1,133240.86,0
C0000099,Garcia,760,France,Male,52,2,117428.9,1,1,1,95777.77,0
C0000100,Wilson,532,France,Male,26,10,0.0,2,1,1,72200.73,0
C0000101,Brown,636,France,Female,22,4,0.0,1,0,1,192493.33,0
C0000102,Miller,472,Germany,Female,69,3,22156.18,2,1,0,57206.33,1
C0000103,Brown,507,France,Female,65,1,152465.39,2,0,1,194641.12,1
C0000104,Williams,672,Germany,Male,25,2,0.0,1,1,0,22297.95,0
C0000105,Garcia,362,Spain,Female,38,6,133797.43,1,0,0,113550.93,1
C0000106,Taylor,664,France,Male,33,1,0.0,2,1,0,82800.59,0
C0000107,Taylor,403,France,Male,68,0,0.0,2,1,1,70047.91,0
C0000108,Thomas,709,Spain,Male,33,1,0.0,2,1,0,83486.98,0
C0000109,Thomas,626,France,Male,35,7,0.0,2,1,1,130836.84,0
C0000110,Jones,392,France,Male,64,7,0.0,1,1,0,94093.54,1
C0000111,Taylor,616,France,Male,73,9,72785.62,2,1,1,52250.14,0
C0000112,Moore,458,France,Male,45,1,54489.97,1,1,0,132690.14,0
C0000113,Taylor,672,Spain,Female,35,5,96700.21,1,1,1,190809.51,0
C0000114,Davis,515,Spain,Male,31,10,83133.48,2,1,0,196293.6,0
C0000115,Moore,700,Germany,Male,73,10,0.0,1,0,0,167866.57,0
C0000116,Jackson,757,Spain,Male,65,10,61427.23,1,1,0,52451.51,1
C0000117,Johnson,455,Spain,Male,54,6,0.0,1,1,0,56192.13,1
C0000118,Brown,400,France,Female,57,0,196174.7,2,1,0,21959.35,1
C0000119,Davis,553,Spain,Male,33,6,0.0,1,1,0,164211.04,0
C0000120,Thomas,794,Germany,Female,38,10,0.0,1,1,0,50541.12,0
C0000121,Anderson,651,Spain,Male,18,7,42553.3,1,0,0,191326.52,0
C0000122,Smith,392,Spain,Male,28,8,0.0,1,1,1,101285.64,0
C0000123,Moore,632,France,Female,28,7,0.0,1,1,1,28245.44,1
C0000124,Williams,434,France,Female,19,2,0.0,1,1,0,135787.59,0
C0000125,Miller,566,France,Male,49,7,94075.51,2,1,0,39876.43,0
C0000126,Thomas,507,France,Female,71,2,0.0,1,0,1,138246.16,0
C0000127,Johnson,699,Spain,Male,36,5,158355.34,2,1,0,142780.31,0
C0000128,Miller,476,Spain,Female,73,3,0.0,1,0,0,28989.93,1
C0000129,Garcia,540,France,Female,22,6,91666.89,1,0,1,178012.6,0
C0000130,Miller,615,Germany,Female,20,7,50160.15,1,0,0,89586.35,0
C0000131,Davis,736,France,Female,45,9,114420.66,2,1,1,77988.7,1
C0000132,Garcia,810,France,Male,43,5,0.0,2,1,1,138097.59,0
C0000133,Garcia,409,France,Female,40,9,179251.27,2,1,1,188439.31,0
C0000134,Taylor,632,France,Male,47,3,0.0,1,1,1,194660.89,0
C0000135,Miller,815,Spain,Male,25,7,55908.78,2,1,0,169697.15,0
C0000136,Johnson,728,France,Male,53,6,82858.71,1,1,1,158467.15,0
C0000137,Williams,778,Germany,Male,46,9,140864.82,1,1,1,118045.82,1
C0000138,Moore,411,Germany,Female,30,7,0.0,1,1,0,117111.4,0
C0000139,Smith,757,France,Female,42,9,0.0,1,1,1,129916.09,1
C0000140,Jackson,651,Spain,Female,39,6,62872.68,2,1,1,196979.14,0
C0000141,Davis,475,Spain,Male,63,2,33087.21,1,1,0,26067.54,1
C0000142,Williams,811,France,Male,50,2,62564.54,2,1,0,104834.51,0
C0000143,Williams,836,France,Female,54,8,18266.93,1,0,1,58034.8,0
C0000144,Taylor,521,France,Male,70,6,0.0,1,1,0,129233.12,1
C0000145,Smith,412,France,Female,24,0,173103.46,2,0,1,125114.56,0
C0000146,Thomas,609,France,Female,40,2,0.0,2,1,1,188363.17,0
C0000147,Garcia,365,Germany,Female,23,10,170319.99,2,1,0,82563.17,1
C0000148,Jackson,528,Germany,Male,32,0,0.0,1,1,1,159954.51,0
C0000149,Jackson,679,France,Female,32,5,84190.92,1,1,1,150479.44,0
C0000150,Williams,717,France,Male,57,1,95079.17,1,1,0,99117.24,0
C0000151,Taylor,450,Spain,Female,51,6,0.0,2,1,1,114864.24,0
C0000152,Brown,824,France,Male,31,7,0.0,1,1,0,103078.41,0
C0000153,Smith,525,France,Male,46,5,0.0,2,1,1,188335.26,0
C0000154,Anderson,542,France,Male,33,4,0.0,2,0,1,40192.75,0
C0000155,Johnson,802,Spain,Female,46,9,137183.86,2,1,0,126504.82,1
C0000156,Jackson,810,France,Male,40,3,30775.01,4,1,1,89051.55,1
C0000157,Smith,650,Germany,Male,27,8,125270.45,2,1,0,37107.93,1
C0000158,Thomas,736,Spain,Male,64,7,0.0,1,0,1,63946.63,1
C0000159,Garcia,622,France,Female,72,4,141052.37,2,1,1,130444.69,0
C0000160,Thomas,816,Germany,Female,21,0,23200.27,2,0,1,154728.86,0
C0000161,Wilson,770,France,Female,29,7,0.0,2,1,1,112061.89,0
C0000162,Jackson,610,Germany,Female,59,7,124882.79,1,1,0,111397.68,1
C0000163,Taylor,524,Germany,Male,51,6,0.0,1,1,0,135996.33,0
C0000164,Wilson,583,Germany,Male,21,6,41378.26,1,1,0,46765.65,0
C0000165,Miller,649,France,Female,37,7,21805.83,1,1,0,52248.39,0
C0000166,Moore,565,Spain,Male,45,0,164446.99,2,0,1,192665.53,0
C0000167,Moore,840,France,Male,45,2,0.0,2,0,1,193278.61,0
C0000168,Garcia,766,France,Male,23,3,82226.2,2,1,1,159693.5,0
C0000169,Smith,596,France,Male,31,10,175094.68,1,1,1,162291.46,1
C0000170,Williams,370,Germany,Male,72,5,0.0,2,1,0,36765.57,1
C0000171,Thomas,800,Germany,Male,52,9,0.0,2,0,1,86718.9,1
C0000172,Miller,673,France,Male,64,9,126696.57,2,1,1,101784.84,0
C0000173,Jones,592,Germany,Male,18,8,131437.77,2,1,1,45792.86,0
C0000174,Anderson,637,France,Male,36,3,122877.65,2,1,1,24384.79,0
C0000175,Wilson,629,Germany,Male,74,5,21523.2,2,1,1,59856.26,1
C0000176,Jackson,593,France,Male,18,8,157898.37,2,0,1,193975.09,0
C0000177,Miller,512,Germany,Female,30,8,0.0,1,1,1,186811.54,0
C0000178,Williams,495,France,Male,25,5,0.0,1,1,1,61944.49,0
C0000179,Moore,416,Spain,Female,35,4,150534.31,1,0,1,189185.42,0
C0000180,Smith,452,France,Female,71,2,105740.39,2,1,1,81275.04,0
C0000181,Anderson,659,France,Female,52,4,0.0,2,0,0,156266.7,0
C0000182,Miller,759,France,Male,40,2,141895.09,1,1,0,87966.39,1
C0000183,Taylor,793,Spain,Male,67,4,97554.0,1,0,1,28552.71,1
C0000184,Davis,474,Spain,Male,69,9,34065.98,1,1,1,193775.96,1
C0000185,Thomas,466,France,Female,43,9,43410.47,3,1,0,68832.58,1
C0000186,Williams,821,Germany,Male,58,0,153976.45,1,1,1,29603.03,0
C0000187,Taylor,600,Spain,Female,55,5,189604.22,1,1,0,198822.76,0
C0000188,Thomas,670,Germany,Female,37,6,41157.63,1,1,0,135286.23,1
C0000189,Davis,784,Germany,Male,19,1,86450.1,2,1,1,100216.56,0
C0000190,Taylor,719,France,Male,43,2,70739.5,2,0,1,168442.56,0
C0000191,Garcia,575,France,Female,74,9,121487.69,2,1,1,149524.17,1
C0000192,Thomas,537,Spain,Male,53,8,0.0,1,1,1,96904.22,1
C0000193,Moore,536,Spain,Male,42,7,120014.71,2,1,1,46688.24,0
C0000194,Taylor,425,Germany,Female,47,3,167926.06,1,1,0,139328.38,1
C0000195,Moore,622,France,Male,35,10,131812.38,2,0,0,179851.58,0
C0000196,Smith,818,France,Female,24,7,46912.37,2,1,1,112870.08,0
C0000197,Smith,498,Germany,Female,44,10,0.0,2,0,1,120615.48,0
C0000198,Thomas,544,Spain,Female,28,7,97437.55,2,1,1,172175.64,0
C0000199,Thomas,713,Spain,Male,54,5,31456.25,1,1,0,190111.8,1
C0000200,Anderson,633,Spain,Male,25,0,0.0,1,0,1,117605.05,1
C0000201,Taylor,822,Germany,Male,28,1,55876.78,2,1,0,28178.59,1
C0000202,Smith,393,France,Male,41,3,170253.78,2,1,0,47427.64,0
C0000203,Williams,803,France,Male,47,3,53119.06,1,1,1,190927.88,0
C0000204,Johnson,795,Spain,Male,47,1,107262.05,1,1,1,169935.15,0
C0000205,Anderson,519,Germany,Male,69,8,133938.77,2,1,0,134247.28,1
C0000206,Anderson,443,France,Male,69,1,20700.29,1,1,0,104401.51,0
C0000207,Moore,573,France,Female,32,5,36777.64,2,0,1,93954.05,0
C0000208,Smith,627,Germany,Male,73,4,159549.71,2,0,0,27940.55,0
C0000209,Garcia,387,France,Male,52,3,0.0,2,1,1,176416.32,0
C0000210,Brown,619,France,Female,56,5,143383.25,2,1,0,87263.73,1
C0000211,Johnson,831,Germany,Female,41,3,154260.89,2,1,1,113406.46,0
C0000212,Jackson,584,Germany,Male,25,8,132109.59,1,1,1,116850.75,0
C0000213,Jones,460,Germany,Male,60,10,120525.96,1,1,1,170957.62,0
C0000214,Johnson,727,France,Female,59,9,104051.97,2,0,1,55470.65,0
C0000215,Smith,759,Germany,Female,37,6,84661.78,2,0,0,105502.31,0
C0000216,Williams,517,France,Female,58,2,0.0,1,1,0,192084.46,1
C0000217,Moore,403,France,Female,64,9,194845.05,2,1,0,147783.92,1
C0000218,Moore,746,Germany,Male,43,3,0.0,1,1,1,91792.8,1
C0000219,Anderson,476,Germany,Male,69,0,0.0,1,1,1,133793.21,1
C0000220,Williams,827,Spain,Male,41,5,0.0,1,1,1,125845.79,0
C0000221,Thomas,624,Germany,Female,39,1,166263.31,1,0,0,118128.06,0
C0000222,Jackson,391,Germany,Female,22,3,0.0,2,1,1,116225.18,1
C0000223,Davis,390,France,Female,32,4,31980.54,1,0,1,149267.6,0
C0000224,Miller,399,France,Male,53,7,13402.12,1,1,1,178748.7,0
C0000225,Jackson,836,France,Male,54,2,0.0,2,0,1,93978.54,0
C0000226,Taylor,736,France,Male,46,5,48855.64,2,0,0,195530.66,1
C0000227,Jackson,508,Spain,Female,32,0,169740.84,1,1,0,92531.25,0
C0000228,Williams,681,France,Female,44,8,137818.12,2,1,1,141828.44,0
C0000229,Williams,748,Spain,Male,66,0,0.0,1,1,1,68644.54,1
C0000230,Miller,531,Germany,Male,72,1,0.0,1,1,0,154560.18,0
C0000231,Johnson,530,Spain,Male,25,0,0.0,1,1,0,89895.67,0
C0000232,Miller,778,Germany,Male,74,7,81995.44,2,0,1,88780.6,0
C0000233,Johnson,515,Germany,Female,46,3,44080.69,2,1,1,56296.15,1
C0000234,Johnson,581,France,Male,36,1,0.0,1,0,0,32568.36,1
C0000235,Williams,555,France,Female,48,6,152351.51,1,0,0,82837.67,0
C0000236,Miller,704,Germany,Female,26,7,0.0,1,1,0,127969.69,1
C0000237,Miller,813,France,Female,27,8,0.0,2,1,1,28265.78,0
C0000238,Johnson,399,France,Male,54,4,0.0,2,1,0,54315.74,0
C0000239,Johnson,757,Germany,Female,27,2,115345.17,2,1,1,64110.05,0
C0000240,Williams,750,France,Male,71,0,188208.58,1,1,1,53749.15,0
C0000241,Thomas,495,Spain,Male,50,7,35155.72,1,1,0,38543.71,0
C0000242,Davis,647,Spain,Male,42,5,93642.89,1,1,0,52894.45,1
C0000243,Johnson,494,Spain,Male,74,4,0.0,1,1,1,188398.81,0
C0000244,Anderson,365,France,Male,71,6,23249.26,1,0,1,160979.79,0
C0000245,Anderson,434,France,Male,73,4,0.0,4,1,0,185817.64,1
C0000246,Brown,565,Spain,Female,21,10,29722.25,2,0,1,180199.36,0
C0000247,Garcia,831,France,Male,70,3,0.0,2,1,0,92063.2,0
C0000248,Taylor,401,Spain,Female,22,4,115167.4,1,0,1,86469.54,0
C0000249,Thomas,385,Spain,Female,40,10,0.0,1,1,1,159930.1,1
C0000250,Jones,456,Spain,Male,56,6,160953.61,1,1,0,182205.5,0
C0000251,Moore,568,France,Female,72,10,142926.29,1,1,1,155231.77,1
C0000252,Thomas,772,France,Male,22,5,128994.47,1,1,1,124659.2,0
C0000253,Williams,686,Spain,Male,69,9,50632.3,2,0,1,120275.96,0
C0000254,Moore,758,France,Male,25,9,144239.63,2,1,0,103448.98,1
C0000255,Williams,720,France,Female,34,10,112718.89,1,1,0,101836.86,0
C0000256,Davis,835,Germany,Male,18,8,111516.45,1,0,0,30165.9,0
C0000257,Brown,647,Spain,Female,71,9,0.0,1,1,0,58775.37,0
C0000258,Williams,603,Germany,Male,67,1,35675.6,1,1,1,45880.4,0
C0000259,Brown,754,Germany,Female,29,6,0.0,2,0,1,104478.06,1
C0000260,Wilson,417,France,Male,52,0,0.0,2,1,1,72011.32,1
C0000261,Williams,822,Germany,Female,69,7,103747.09,1,1,1,88097.33,1
C0000262,Anderson,536,Spain,Female,31,3,78207.85,1,1,0,194867.0,0
C0000263,Jones,473,France,Female,65,7,145450.19,1,1,0,157588.88,0
C0000264,Moore,379,Germany,Female,35,7,0.0,2,1,0,45129.65,0
C0000265,Wilson,534,Spain,Female,27,3,27716.01,1,1,1,165629.49,0
C0000266,Anderson,638,Germany,Male,72,3,0.0,1,1,0,99598.52,1
C0000267,Miller,708,Germany,Male,32,4,44988.97,2,1,0,173792.01,0
C0000268,Johnson,823,Germany,Male,59,6,69854.68,1,1,1,156749.92,0
C0000269,Garcia,822,France,Male,50,5,105117.55,2,1,1,113351.99,0
C0000270,Jackson,402,France,Male,36,0,0.0,1,0,0,149538.01,0
C0000271,Wilson,749,Spain,Male,51,5,0.0,1,1,0,188689.92,0
C0000272,Anderson,526,Spain,Male,62,2,97535.3,1,0,1,116906.67,1
C0000273,Garcia,821,Spain,Female,42,8,22673.7,1,1,1,46825.55,0
C0000274,Williams,482,Spain,Male,33,2,40414.98,1,1,0,122290.16,0
C0000275,Jones,711,Germany,Female,25,8,0.0,2,1,1,28446.93,1
C0000276,Jones,836,Germany,Male,52,4,0.0,1,1,0,101680.07,0
C0000277,Taylor,426,Spain,Female,38,9,44951.85,1,1,1,60151.83,0
C0000278,Garcia,699,Germany,Female,36,7,0.0,2,0,1,136189.59,0
C0000279,Jones,409,Germany,Male,63,8,54128.45,1,0,1,91876.52,0
C0000280,Smith,804,Spain,Male,28,8,165406.23,1,1,1,112641.0,0
C0000281,Brown,716,Spain,Male,61,6,0.0,2,1,0,180513.79,1
C0000282,Jackson,814,France,Male,28,9,145692.07,1,1,0,102695.87,0
C0000283,Garcia,660,France,Female,28,0,0.0,2,1,1,199519.91,0
C0000284,Thomas,440,France,Female,39,7,95160.37,2,1,0,44572.81,0
C0000285,Wilson,768,Germany,Male,38,6,0.0,2,0,0,174318.18,1
C0000286,Anderson,802,France,Male,44,3,170245.93,1,0,0,85409.96,0
C0000287,Jackson,647,France,Male,35,5,56803.28,1,1,0,163158.61,0
C0000288,Thomas,674,Germany,Male,59,9,178192.11,2,0,1,109776.89,0
C0000289,Smith,629,France,Female,65,1,173457.91,1,0,1,114160.78,0
C0000290,Miller,548,Germany,Male,57,3,0.0,2,0,1,115932.31,0
C0000291,Jackson,804,France,Male,55,7,0.0,2,0,1,63498.27,0
C0000292,Johnson,467,France,Male,47,3,31118.75,2,1,1,29607.03,0
C0000293,Johnson,532,Spain,Male,68,9,178369.36,1,1,1,137598.18,0
C0000294,Taylor,747,France,Female,62,3,55530.67,1,0,1,24621.14,0
C0000295,Brown,404,France,Male,64,3,80485.64,1,0,1,150767.51,1
C0000296,Jackson,620,Germany,Female,62,9,188214.81,1,1,0,78261.23,0
C0000297,Anderson,354,Spain,Female,50,8,116793.45,1,1,1,91289.05,1
C0000298,Miller,450,France,Male,38,10,186143.7,2,1,0,155519.02,0
C0000299,Taylor,737,Germany,Male,19,1,97701.53,2,0,1,47161.8,0
C0000300,Wilson,635,France,Female,30,6,0.0,2,0,1,136915.54,0
C0000301,Thomas,817,France,Female,19,2,0.0,1,1,1,123078.11,0
C0000302,Miller,402,Germany,Female,74,3,0.0,2,0,1,95062.15,0
C0000303,Williams,567,Germany,Male,60,0,87170.94,2,1,1,132608.54,0
C0000304,Wilson,678,Germany,Female,62,2,0.0,2,1,1,84828.96,0
C0000305,Brown,635,Germany,Male,48,1,0.0,2,0,1,67598.44,1
C0000306,Anderson,841,Spain,Female,27,9,0.0,1,0,0,36084.66,0
C0000307,Thomas,589,Germany,Female,40,6,0.0,2,0,1,126309.26,1
C0000308,Jackson,563,France,Male,39,5,48300.77,1,0,1,192822.76,0
C0000309,Garcia,453,Spain,Female,64,0,187875.09,2,0,1,165020.06,1
C0000310,Brown,710,France,Male,46,10,25778.75,2,1,0,36940.48,1
C0000311,Williams,713,France,Female,50,7,0.0,1,1,0,59500.13,0
C0000312,Smith,571,France,Male,48,8,25643.08,2,0,1,136888.71,0
C0000313,Johnson,689,France,Female,31,0,0.0,1,0,0,20368.68,0
C0000314,Williams,697,Spain,Male,27,4,117571.45,2,1,0,121358.59,0
C0000315,Anderson,538,Spain,Female,35,6,45726.32,2,1,0,195317.02,0
C0000316,Davis,676,Germany,Male,28,1,83956.27,2,1,0,83382.0,0
C0000317,Moore,673,France,Male,56,5,0.0,1,1,0,180835.43,1
C0000318,Taylor,825,France,Male,64,7,0.0,1,1,1,39407.27,1
C0000319,Miller,660,France,Female,20,7,126076.24,3,1,0,28366.0,0
C0000320,Davis,448,France,Male,19,9,0.0,1,1,1,82520.74,1
C0000321,Smith,446,Germany,Female,71,9,65397.14,2,0,1,124183.38,1
C0000322,Brown,676,Germany,Male,25,7,150241.8,2,1,1,170222.54,0
C0000323,Thomas,422,Germany,Female,48,5,0.0,2,0,1,53367.02,0
C0000324,Jackson,831,France,Male,25,5,96051.57,2,1,0,67079.03,0
C0000325,Garcia,605,Spain,Male,60,10,65114.68,1,1,0,106188.58,0
C0000326,Wilson,580,Germany,Male,65,2,88345.3,1,1,1,82256.63,0
C0000327,Johnson,519,Germany,Male,19,1,0.0,2,1,1,20777.53,0
C0000328,Jackson,831,Germany,Male,39,4,196028.53,2,1,1,79503.4,0
C0000329,Davis,682,France,Male,22,8,44274.36,2,1,0,66938.63,0
C0000330,Jones,506,France,Female,24,3,0.0,1,1,1,110918.12,0
C0000331,Thomas,768,France,Female,37,4,0.0,3,0,0,40888.54,1
C0000332,Smith,778,Spain,Female,45,5,175786.08,2,1,1,143311.73,0
C0000333,Williams,807,France,Male,30,10,177097.51,2,0,0,72930.11,0
C0000334,Jones,571,France,Female,19,5,0.0,2,0,1,61380.2,1
C0000335,Williams,713,France,Male,49,3,0.0,2,1,0,74826.67,0
C0000336,Davis,695,France,Female,43,3,0.0,2,1,0,102682.25,1
C0000337,Thomas,448,Spain,Male,20,7,0.0,2,1,0,179769.94,0
C0000338,Jones,569,Germany,Male,58,4,0.0,1,1,0,143731.25,1
C0000339,Garcia,762,France,Male,59,10,162201.74,2,1,0,51927.96,1
C0000340,Taylor,593,France,Female,73,4,0.0,1,1,0,141077.98,0
C0000341,Smith,803,France,Male,30,8,194734.41,2,1,1,47564.5,0
C0000342,Davis,608,France,Female,74,3,151536.88,1,1,1,77352.71,0
C0000343,Garcia,826,France,Male,38,6,153886.95,1,1,1,103365.38,0
C0000344,Garcia,790,France,Female,62,4,192466.13,2,1,0,134508.28,1
C0000345,Johnson,543,France,Female,54,8,91827.23,1,1,0,104614.27,0
C0000346,Brown,724,Germany,Male,40,7,17868.65,2,0,0,125036.45,1
C0000347,Brown,499,Germany,Male,24,7,0.0,1,1,1,142896.73,0
C0000348,Miller,843,France,Female,34,9,0.0,1,1,1,193108.81,0
C0000349,Williams,716,France,Male,45,9,193571.53,1,0,0,183044.85,0
C0000350,Jackson,847,Germany,Male,64,2,0.0,2,1,1,111178.64,1
C0000351,Jones,504,Germany,Female,47,8,0.0,1,1,1,153702.99,0
C0000352,Jackson,848,Spain,Female,22,7,47204.56,1,1,0,98972.33,0
C0000353,Williams,371,Germany,Male,41,2,0.0,1,0,0,193886.98,0
